url,id,price,baths,rooms,sqft
https://www.idealista.com/inmueble/103636533/,103636533,1250000,3,4,182
https://www.idealista.com/inmueble/94844238/,94844238,262500,1,1,63
https://www.idealista.com/inmueble/102974045/,102974045,1300000,4,4,247
https://www.idealista.com/inmueble/101759629/,101759629,920000,4,5,217
https://www.idealista.com/inmueble/102538549/,102538549,970000,4,4,279
https://www.idealista.com/inmueble/103684526/,103684526,203000,1,1,47
https://www.idealista.com/inmueble/103239014/,103239014,1490000,4,5,240
https://www.idealista.com/inmueble/102813779/,102813779,1050000,3,5,265
https://www.idealista.com/inmueble/103670768/,103670768,460000,2,2,104
https://www.idealista.com/inmueble/101876822/,101876822,720000,2,3,212
https://www.idealista.com/inmueble/102233469/,102233469,2075000,4,4,284
https://www.idealista.com/inmueble/102151331/,102151331,1150000,2,4,244
https://www.idealista.com/inmueble/103350945/,103350945,880000,3,4,239
https://www.idealista.com/inmueble/102425451/,102425451,735000,2,2,107
https://www.idealista.com/inmueble/103854509/,103854509,945000,2,3,159
https://www.idealista.com/inmueble/103848080/,103848080,599000,2,3,106
https://www.idealista.com/inmueble/103872967/,103872967,1650000,3,4,290
https://www.idealista.com/inmueble/97406282/,97406282,685000,3,2,166
https://www.idealista.com/inmueble/99095593/,99095593,1175000,3,4,171
https://www.idealista.com/inmueble/102787124/,102787124,899000,2,3,177
https://www.idealista.com/inmueble/103283610/,103283610,329900,2,2,80
https://www.idealista.com/inmueble/103760697/,103760697,1575000,2,2,209
https://www.idealista.com/inmueble/103327888/,103327888,1495000,3,4,224
https://www.idealista.com/inmueble/101329238/,101329238,795000,2,3,128
https://www.idealista.com/inmueble/103754534/,103754534,949000,2,2,111
https://www.idealista.com/inmueble/102347197/,102347197,698000,2,2,108
https://www.idealista.com/inmueble/103777186/,103777186,450000,1,3,78
https://www.idealista.com/inmueble/100001075/,100001075,1715000,2,4,130
https://www.idealista.com/inmueble/102621287/,102621287,650000,2,2,68
https://www.idealista.com/inmueble/102907381/,102907381,1320000,3,4,255
https://www.idealista.com/inmueble/103713270/,103713270,299000,2,3,154
https://www.idealista.com/inmueble/98857138/,98857138,1450000,3,4,218
https://www.idealista.com/inmueble/100112222/,100112222,1097900,3,4,203
https://www.idealista.com/inmueble/102956518/,102956518,390000,1,0,64
https://www.idealista.com/inmueble/102749753/,102749753,910000,4,5,207
https://www.idealista.com/inmueble/101932319/,101932319,654000,2,2,159
https://www.idealista.com/inmueble/103244491/,103244491,1078900,3,4,239
https://www.idealista.com/inmueble/103445239/,103445239,749700,2,3,143
https://www.idealista.com/inmueble/103297688/,103297688,288000,1,1,52
https://www.idealista.com/inmueble/102613846/,102613846,760000,2,2,101
https://www.idealista.com/inmueble/102079441/,102079441,920000,3,5,210
https://www.idealista.com/inmueble/102023484/,102023484,300000,1,1,75
https://www.idealista.com/inmueble/91759517/,91759517,560000,2,2,70
https://www.idealista.com/inmueble/103844511/,103844511,150000,1,1,24
https://www.idealista.com/inmueble/104035684/,104035684,1140000,2,3,126
https://www.idealista.com/inmueble/97443699/,97443699,859000,3,3,115
https://www.idealista.com/inmueble/103837003/,103837003,800000,2,3,124
https://www.idealista.com/inmueble/101754195/,101754195,389000,2,2,96
https://www.idealista.com/inmueble/103969586/,103969586,320000,1,2,66
https://www.idealista.com/inmueble/104111691/,104111691,425000,1,3,80
https://www.idealista.com/inmueble/102987026/,102987026,850000,2,2,115
https://www.idealista.com/inmueble/103815602/,103815602,380000,2,2,50
https://www.idealista.com/inmueble/103804125/,103804125,999500,3,5,193
https://www.idealista.com/inmueble/101884148/,101884148,670000,2,4,126
https://www.idealista.com/inmueble/103695926/,103695926,1500000,3,4,173
https://www.idealista.com/inmueble/103251154/,103251154,649000,1,2,73
https://www.idealista.com/inmueble/102878746/,102878746,1356000,2,2,122
https://www.idealista.com/inmueble/103665133/,103665133,1320000,2,3,140
https://www.idealista.com/inmueble/103253325/,103253325,660000,1,1,58
https://www.idealista.com/inmueble/101543462/,101543462,464000,2,3,53
https://www.idealista.com/inmueble/103514575/,103514575,1750000,3,2,143
https://www.idealista.com/inmueble/100997562/,100997562,629900,2,4,133
https://www.idealista.com/inmueble/100601362/,100601362,899000,1,5,144
https://www.idealista.com/inmueble/97659976/,97659976,239900,2,4,157
https://www.idealista.com/inmueble/102191997/,102191997,375000,1,1,66
https://www.idealista.com/inmueble/102916199/,102916199,299000,1,2,61
https://www.idealista.com/inmueble/102530709/,102530709,570000,2,4,160
https://www.idealista.com/inmueble/104073725/,104073725,470000,1,2,91
https://www.idealista.com/inmueble/103801882/,103801882,1330000,3,5,238
